sale_id,order_id,date_id,product_id,customer_id,store_id,quantity,unit_price,discount,total_amount,payment_method,device_type
4441,2322,20260215,16,496,3,2,566.79,0.06,1065.57,Credit Card,Mobile
4442,2739,20260227,2,821,46,1,810.92,0.15,689.28,Debit Card,Desktop
4443,547,20260625,45,593,46,1,546.92,0.1,492.23,Credit Card,Desktop
4444,1688,20260223,39,937,33,4,376.42,0.08,1385.23,Debit Card,Desktop
4445,299,20261229,29,1962,74,4,956.01,0.06,3594.6,PayPal,Mobile
4446,365,20261129,43,495,43,1,526.59,0.21,416.01,Debit Card,Desktop
4447,3592,20260806,16,1346,27,2,918.17,0.13,1597.62,PayPal,Desktop
4448,2721,20261230,17,140,60,1,890.96,0.16,748.41,PayPal,Mobile
4449,189,20260617,45,252,77,4,947.32,0.12,3334.57,PayPal,Mobile
4450,3827,20260810,39,628,82,1,172.46,0.26,127.62,Debit Card,Desktop
4451,1612,20261227,44,1917,69,4,951.53,0.18,3121.02,Debit Card,Mobile
4452,479,20260809,32,1979,76,4,548.95,0.11,1954.26,Debit Card,Mobile
4453,2484,20260811,4,186,1,1,507.32,0.22,395.71,Credit Card,Desktop
4454,3223,20260209,40,641,93,2,626.38,0.02,1227.7,PayPal,Mobile
4455,1861,20260105,11,207,17,3,228.48,0.29,486.66,Credit Card,Desktop
4456,1123,20261123,23,1498,49,1,121.47,0.01,120.26,Credit Card,Desktop
4457,147,20260519,7,801,44,3,446.22,0.05,1271.73,Debit Card,Desktop
4458,869,20260422,44,723,5,1,650.56,0.07,605.02,PayPal,Mobile
4459,526,20260528,21,493,87,3,229.18,0.04,660.04,PayPal,Mobile
4460,2026,20260522,21,642,77,2,63.77,0.02,124.99,PayPal,Desktop
4461,252,20260203,10,1811,37,2,688.93,0.27,1005.84,PayPal,Desktop
4462,1999,20260408,18,756,2,1,765.37,0.1,688.83,PayPal,Mobile
4463,3502,20260507,38,1311,73,4,944.58,0.15,3211.57,PayPal,Desktop
4464,1239,20260113,13,177,4,3,182.73,0.08,504.33,PayPal,Mobile
4465,713,20260828,16,1388,43,4,510.01,0.2,1632.03,PayPal,Mobile
4466,2579,20260308,42,452,63,4,768.67,0.15,2613.48,Debit Card,Desktop
4467,1793,20260625,9,909,46,4,294.39,0.12,1036.25,Debit Card,Mobile
4468,438,20260622,19,959,13,2,354.47,0.17,588.42,Credit Card,Desktop
4469,2799,20260728,16,1189,28,1,456.59,0.1,410.93,PayPal,Mobile
4470,209,20261107,9,1970,9,1,302.94,0.14,260.53,Debit Card,Mobile
4471,3402,20261125,15,1304,32,2,143.31,0.27,209.23,PayPal,Mobile
4472,3035,20260812,35,1992,79,2,199.72,0.19,323.55,PayPal,Desktop
4473,1829,20260916,31,387,28,1,221.89,0.09,201.92,PayPal,Mobile
4474,178,20260309,15,922,15,4,622.87,0.18,2043.01,PayPal,Mobile
4475,993,20260317,37,1428,47,3,987.08,0.1,2665.12,Debit Card,Desktop
4476,3286,20261208,12,173,95,3,924.08,0.28,1996.01,Credit Card,Desktop
4477,3413,20261211,46,802,84,3,227.62,0.05,648.72,PayPal,Desktop
4478,1131,20261103,17,389,51,4,134.4,0.0,537.6,Debit Card,Mobile
4479,3374,20260720,11,1534,100,1,303.69,0.08,279.39,PayPal,Desktop
4480,2827,20261029,49,1891,91,2,138.26,0.04,265.46,Credit Card,Mobile
4481,3643,20260826,29,816,92,1,647.79,0.05,615.4,PayPal,Mobile
4482,3471,20260613,41,1039,58,4,199.35,0.15,677.79,PayPal,Desktop
4483,3752,20261209,14,386,70,2,508.28,0.02,996.23,Debit Card,Mobile
4484,3685,20260121,4,1364,55,4,63.55,0.18,208.44,Credit Card,Mobile
4485,2644,20260625,31,1909,58,3,538.76,0.26,1196.05,Debit Card,Desktop
4486,1964,20260726,11,1133,85,3,401.19,0.12,1059.14,Debit Card,Desktop
4487,3291,20261201,27,1307,28,4,76.42,0.09,278.17,Credit Card,Mobile
4488,2657,20261231,49,1373,53,2,322.69,0.11,574.39,PayPal,Desktop
4489,3010,20260203,13,682,16,2,367.48,0.22,573.27,Debit Card,Desktop
4490,3098,20260911,5,1675,66,1,243.81,0.29,173.11,Debit Card,Mobile
4491,1471,20260913,46,1674,73,3,426.09,0.2,1022.62,Debit Card,Desktop
4492,3218,20260617,41,1888,99,1,799.62,0.0,799.62,Credit Card,Mobile
4493,2333,20260818,26,1509,35,1,756.76,0.05,718.92,PayPal,Desktop
4494,655,20261123,12,1989,17,4,182.69,0.0,730.76,Debit Card,Mobile
4495,2408,20260516,41,755,93,4,371.59,0.14,1278.27,Credit Card,Desktop
4496,1693,20261125,3,560,9,1,173.94,0.15,147.85,Debit Card,Mobile
4497,2535,20260808,31,95,70,3,341.54,0.02,1004.13,Credit Card,Mobile
4498,585,20260907,8,34,80,4,197.49,0.18,647.77,Credit Card,Desktop
4499,2750,20261123,13,1242,20,1,769.35,0.09,700.11,Credit Card,Desktop
4500,2733,20260117,20,1163,51,1,132.6,0.3,92.82,Credit Card,Desktop
4501,2648,20260114,43,1212,43,1,487.82,0.13,424.4,Credit Card,Mobile
4502,2701,20261007,43,603,97,1,494.45,0.28,356.0,Debit Card,Desktop
4503,3895,20260823,29,1036,20,1,702.69,0.01,695.66,Debit Card,Desktop
4504,2489,20260724,20,1409,72,1,459.39,0.12,404.26,Credit Card,Desktop
4505,2315,20261217,41,634,27,4,828.6,0.2,2651.52,PayPal,Desktop
4506,1459,20260916,47,34,68,3,200.83,0.2,481.99,Debit Card,Desktop
4507,1750,20261024,11,1170,62,1,221.73,0.24,168.51,Credit Card,Desktop
4508,864,20260714,50,293,42,2,587.29,0.26,869.19,Debit Card,Mobile
4509,2941,20260907,27,1888,70,4,282.8,0.28,814.46,PayPal,Mobile
4510,1108,20260831,30,363,25,4,962.9,0.22,3004.25,PayPal,Mobile
4511,1764,20260510,27,815,14,1,656.13,0.26,485.54,Credit Card,Desktop
4512,2986,20260221,48,792,12,4,940.47,0.09,3423.31,PayPal,Mobile
4513,2057,20260713,36,791,97,1,876.58,0.12,771.39,PayPal,Desktop
4514,1027,20261112,39,1832,33,3,968.62,0.08,2673.39,Credit Card,Mobile
4515,2769,20261215,40,738,11,3,938.38,0.23,2167.66,PayPal,Desktop
4516,356,20261115,15,1367,39,4,721.91,0.13,2512.25,Debit Card,Mobile
4517,2687,20261015,16,1780,13,4,976.27,0.07,3631.72,PayPal,Mobile
4518,3036,20261006,13,549,61,2,76.28,0.12,134.25,Debit Card,Mobile
4519,834,20260311,32,1978,64,4,663.13,0.24,2015.92,PayPal,Mobile
4520,10,20261120,6,1590,87,2,971.24,0.17,1612.26,Credit Card,Mobile
4521,2053,20260115,49,752,24,3,122.94,0.06,346.69,Credit Card,Mobile
4522,1491,20261118,10,443,10,3,195.63,0.17,487.12,Credit Card,Mobile
4523,2781,20260722,5,597,99,1,655.3,0.21,517.69,Credit Card,Mobile
4524,1002,20260210,8,1125,77,3,209.56,0.01,622.39,Debit Card,Desktop
4525,2550,20260406,23,1238,3,2,83.22,0.03,161.45,Credit Card,Mobile
4526,1312,20261206,26,1852,74,4,784.62,0.15,2667.71,PayPal,Mobile
4527,2688,20260104,38,1309,97,1,714.2,0.21,564.22,PayPal,Mobile
4528,3931,20260826,14,1682,97,2,407.41,0.1,733.34,Credit Card,Desktop
4529,896,20260608,33,1864,100,4,553.12,0.08,2035.48,Debit Card,Mobile
4530,2945,20260710,32,624,56,1,917.49,0.09,834.92,PayPal,Mobile
4531,3678,20260228,46,1414,71,3,491.94,0.19,1195.41,Debit Card,Mobile
4532,764,20260310,3,1729,33,2,508.5,0.16,854.28,Credit Card,Mobile
4533,2945,20261116,34,20,70,4,275.54,0.3,771.51,PayPal,Mobile
4534,468,20260525,12,1715,27,1,645.74,0.17,535.96,Credit Card,Mobile
4535,1535,20260714,39,1783,91,1,682.76,0.0,682.76,Credit Card,Mobile
4536,569,20260516,44,1508,97,3,713.0,0.16,1796.76,Debit Card,Mobile
4537,605,20261231,42,1780,6,4,478.32,0.05,1817.62,Credit Card,Mobile
4538,2311,20260423,23,1486,38,3,156.12,0.13,407.47,Credit Card,Mobile
4539,109,20260327,7,1535,97,3,896.01,0.15,2284.83,Credit Card,Desktop
4540,1774,20260817,30,1628,95,4,530.26,0.03,2057.41,PayPal,Desktop
4541,1311,20260311,7,683,25,4,955.43,0.0,3821.72,PayPal,Desktop
4542,958,20260512,50,33,22,4,766.31,0.13,2666.76,Credit Card,Mobile
4543,2809,20261111,22,428,83,2,594.7,0.03,1153.72,Credit Card,Desktop
4544,318,20261211,39,1069,36,4,61.33,0.24,186.44,Credit Card,Mobile
4545,3258,20261207,21,6,68,1,375.58,0.13,326.75,Debit Card,Desktop
4546,2005,20260325,29,128,30,3,570.36,0.12,1505.75,Debit Card,Desktop
4547,3006,20260812,1,1146,84,2,479.48,0.15,815.12,PayPal,Mobile
4548,2703,20260113,19,1702,6,4,667.89,0.12,2350.97,Debit Card,Mobile
4549,345,20260614,32,1849,21,2,361.29,0.27,527.48,Debit Card,Mobile
4550,993,20260821,47,282,71,4,659.18,0.29,1872.07,Credit Card,Mobile
4551,968,20260302,9,23,47,2,854.41,0.16,1435.41,Credit Card,Mobile
4552,114,20260322,28,1834,26,3,110.05,0.06,310.34,Debit Card,Mobile
4553,1491,20260207,2,367,39,3,891.51,0.18,2193.11,Credit Card,Desktop
4554,2614,20260611,46,1704,35,1,111.01,0.2,88.81,Debit Card,Mobile
4555,1113,20260215,35,721,57,1,487.84,0.2,390.27,PayPal,Desktop
4556,2584,20260919,43,184,21,4,578.34,0.29,1642.49,Debit Card,Mobile
4557,1262,20260818,41,610,70,3,751.36,0.18,1848.35,PayPal,Mobile
4558,494,20260507,37,128,16,2,565.29,0.2,904.46,Credit Card,Desktop
4559,2848,20260621,26,952,57,2,713.77,0.15,1213.41,Debit Card,Mobile
4560,2313,20261027,26,1512,4,2,867.49,0.04,1665.58,Credit Card,Desktop
4561,1843,20260120,28,628,43,1,589.83,0.24,448.27,Credit Card,Desktop
4562,3623,20260827,10,1363,27,2,770.46,0.01,1525.51,PayPal,Mobile
4563,943,20260509,20,926,65,1,718.77,0.11,639.71,Credit Card,Desktop
4564,777,20260824,47,305,8,1,674.26,0.1,606.83,PayPal,Desktop
4565,2180,20261122,18,1074,73,4,608.65,0.21,1923.33,PayPal,Desktop
4566,716,20260501,30,1961,22,2,392.72,0.15,667.62,PayPal,Mobile
4567,1936,20260421,44,1285,3,2,647.19,0.1,1164.94,Credit Card,Desktop
4568,2357,20260116,33,822,86,3,899.57,0.18,2212.94,Debit Card,Mobile
4569,1574,20261107,19,1094,37,4,809.91,0.09,2948.07,Debit Card,Mobile
4570,953,20261213,21,1481,98,3,482.17,0.18,1186.14,Debit Card,Desktop
4571,2266,20260309,47,1133,54,4,724.61,0.18,2376.72,PayPal,Desktop
4572,1939,20260727,16,683,29,2,207.72,0.29,294.96,Credit Card,Desktop
4573,232,20260102,7,842,55,1,942.12,0.19,763.12,Credit Card,Mobile
4574,2831,20260519,9,189,48,1,790.57,0.04,758.95,Debit Card,Mobile
4575,726,20260511,27,434,52,1,888.13,0.3,621.69,Credit Card,Desktop
4576,1882,20260404,3,581,36,1,892.55,0.06,839.0,Debit Card,Desktop
4577,3719,20260705,42,1932,40,1,809.25,0.04,776.88,Credit Card,Desktop
4578,432,20260529,30,696,34,3,937.31,0.03,2727.57,PayPal,Desktop
4579,2628,20260531,19,342,98,4,992.05,0.1,3571.38,Credit Card,Desktop
4580,1551,20260402,16,1036,15,2,863.48,0.23,1329.76,Debit Card,Mobile
4581,3727,20260324,27,560,97,3,642.84,0.04,1851.38,Debit Card,Mobile
4582,2403,20260509,39,1800,65,4,677.6,0.09,2466.46,Debit Card,Mobile
4583,879,20260510,42,1859,80,1,468.88,0.06,440.75,PayPal,Desktop
4584,485,20260711,24,492,1,4,776.44,0.17,2577.78,Credit Card,Desktop
4585,3867,20260611,42,155,68,4,819.04,0.08,3014.07,Credit Card,Desktop
4586,2816,20260903,16,100,44,1,889.27,0.05,844.81,Debit Card,Mobile
4587,313,20260514,2,1484,65,1,358.07,0.06,336.59,Credit Card,Mobile
4588,3892,20260509,16,1522,62,1,434.28,0.09,395.19,PayPal,Desktop
4589,3351,20260328,41,146,35,2,343.11,0.22,535.25,PayPal,Desktop
4590,2419,20260107,25,234,93,1,454.49,0.22,354.5,Credit Card,Desktop
4591,1827,20261101,20,1244,14,2,645.32,0.07,1200.3,Credit Card,Mobile
4592,2868,20260923,41,76,50,1,917.22,0.18,752.12,Debit Card,Mobile
4593,1794,20260806,6,717,75,2,123.65,0.23,190.42,Credit Card,Mobile
4594,569,20260225,47,392,11,4,905.37,0.1,3259.33,Debit Card,Mobile
4595,767,20260101,31,339,72,3,914.29,0.23,2112.01,PayPal,Desktop
4596,463,20260919,12,124,71,4,963.83,0.19,3122.81,Debit Card,Mobile
4597,1210,20260516,10,762,5,4,760.16,0.19,2462.92,Debit Card,Desktop
4598,3083,20260714,29,1035,34,1,636.99,0.24,484.11,Credit Card,Mobile
4599,1140,20260201,18,280,33,2,664.96,0.09,1210.23,Debit Card,Mobile
4600,695,20261125,16,1445,69,3,501.9,0.25,1129.27,Debit Card,Mobile
4601,2887,20260701,21,1516,77,1,599.87,0.05,569.88,PayPal,Desktop
4602,2858,20260822,28,437,97,1,976.52,0.2,781.22,Debit Card,Mobile
4603,2044,20261031,31,1178,61,1,268.14,0.1,241.33,PayPal,Mobile
4604,1278,20260719,47,1282,13,4,471.4,0.0,1885.6,Credit Card,Desktop
4605,2756,20261028,35,212,41,2,257.5,0.08,473.8,Credit Card,Desktop
4606,1397,20260428,28,1520,4,2,591.31,0.29,839.66,Credit Card,Desktop
4607,3948,20261010,25,872,92,3,651.04,0.19,1582.03,Credit Card,Desktop
4608,3716,20260419,26,36,63,2,389.37,0.2,622.99,Debit Card,Mobile
4609,1192,20260329,9,798,22,2,132.72,0.03,257.48,PayPal,Mobile
4610,3748,20260714,7,1079,3,1,345.26,0.2,276.21,Credit Card,Desktop
4611,1430,20260626,39,1297,30,1,603.31,0.02,591.24,Debit Card,Desktop
4612,1133,20260711,42,501,61,4,278.38,0.05,1057.84,Debit Card,Desktop
4613,1710,20260120,44,1898,47,1,831.81,0.22,648.81,Debit Card,Desktop
4614,2295,20260425,48,1637,94,1,511.55,0.26,378.55,Debit Card,Mobile
4615,1356,20260619,48,1129,38,1,122.25,0.05,116.14,Debit Card,Desktop
4616,2703,20261031,32,1650,42,1,853.42,0.02,836.35,Credit Card,Mobile
4617,718,20260903,40,561,73,4,609.54,0.19,1974.91,PayPal,Desktop
4618,2557,20260617,26,1017,33,1,883.5,0.06,830.49,PayPal,Mobile
4619,2118,20260314,22,552,5,3,107.21,0.07,299.12,Debit Card,Mobile
4620,1403,20260131,37,1464,11,3,582.26,0.23,1345.02,Credit Card,Desktop
4621,1925,20260315,21,454,89,3,444.11,0.22,1039.22,PayPal,Desktop
4622,3857,20260205,39,1784,62,3,721.81,0.06,2035.5,Debit Card,Mobile
4623,289,20260620,20,268,93,1,202.97,0.09,184.7,Debit Card,Mobile
4624,577,20260112,2,815,32,3,307.56,0.15,784.28,Credit Card,Desktop
4625,2041,20260728,34,1016,25,1,122.42,0.16,102.83,Debit Card,Mobile
4626,1431,20260924,39,1830,25,4,220.58,0.11,785.26,PayPal,Mobile
4627,2916,20261221,40,136,62,3,532.21,0.09,1452.93,Credit Card,Desktop
4628,3393,20260125,48,1646,87,2,992.76,0.06,1866.39,Credit Card,Mobile
4629,356,20260916,34,1332,39,3,824.44,0.09,2250.72,Credit Card,Desktop
4630,2724,20261201,12,1387,3,3,814.12,0.13,2124.85,PayPal,Mobile
4631,2214,20260214,4,1498,21,1,261.39,0.27,190.81,PayPal,Mobile
4632,1989,20260117,47,2000,93,3,601.33,0.28,1298.87,Debit Card,Desktop
4633,3496,20260823,27,701,98,2,793.97,0.14,1365.63,Debit Card,Desktop
4634,2530,20260609,4,427,33,1,389.23,0.09,354.2,PayPal,Mobile
4635,1025,20261111,13,734,99,1,364.28,0.26,269.57,PayPal,Mobile
4636,2557,20260225,14,1176,41,4,906.66,0.04,3481.57,Debit Card,Mobile
4637,2997,20260501,49,278,25,4,831.46,0.16,2793.71,PayPal,Mobile
4638,843,20260407,24,1391,96,3,670.16,0.26,1487.76,Credit Card,Desktop
4639,3218,20261202,2,952,3,4,544.02,0.1,1958.47,Credit Card,Desktop
4640,3259,20260509,28,30,50,4,66.5,0.04,255.36,Debit Card,Desktop
4641,3058,20260224,20,627,65,4,353.83,0.3,990.72,Debit Card,Desktop
4642,1721,20260322,19,1152,32,1,151.99,0.28,109.43,PayPal,Desktop
4643,3422,20261205,38,929,32,1,179.02,0.21,141.43,Credit Card,Mobile
4644,1341,20261026,31,1881,22,1,317.78,0.13,276.47,Debit Card,Mobile
4645,3267,20261208,50,1962,47,4,81.9,0.07,304.67,PayPal,Mobile
4646,1533,20260821,35,371,69,1,488.99,0.03,474.32,Debit Card,Mobile
4647,2415,20261030,20,1701,78,4,686.4,0.25,2059.2,Debit Card,Mobile
4648,2386,20260716,5,1535,91,1,694.76,0.1,625.28,PayPal,Desktop
4649,1201,20260610,20,886,33,1,844.4,0.12,743.07,Debit Card,Mobile
4650,1057,20260502,5,1984,48,2,833.43,0.0,1666.86,Credit Card,Desktop
4651,3021,20260321,34,770,64,3,979.38,0.26,2174.22,PayPal,Desktop
4652,3226,20260619,5,1029,76,4,292.86,0.27,855.15,Debit Card,Desktop
4653,512,20261103,44,617,49,2,703.12,0.23,1082.8,Debit Card,Mobile
4654,2008,20261112,10,1554,83,1,695.12,0.07,646.46,Debit Card,Mobile
4655,235,20260307,45,635,86,4,912.21,0.21,2882.58,Credit Card,Desktop
4656,2602,20260905,32,495,35,1,905.29,0.01,896.24,PayPal,Desktop
4657,401,20260122,15,1360,39,3,689.27,0.03,2005.78,Credit Card,Desktop
4658,3055,20261028,6,790,35,2,637.18,0.24,968.51,Debit Card,Desktop
4659,1183,20260615,42,367,92,3,850.88,0.15,2169.74,PayPal,Mobile
4660,2007,20260306,44,1842,65,2,772.27,0.23,1189.3,Debit Card,Mobile
4661,3623,20260701,26,1068,66,1,696.05,0.13,605.56,Credit Card,Desktop
4662,1332,20260703,24,1712,54,3,755.58,0.03,2198.74,PayPal,Desktop
4663,2385,20260211,20,89,73,3,866.62,0.12,2287.88,Credit Card,Desktop
4664,58,20260503,22,1165,48,1,418.61,0.12,368.38,Debit Card,Mobile
4665,294,20261223,15,425,76,3,442.65,0.26,982.68,Debit Card,Desktop
4666,1522,20260407,5,1047,20,4,228.0,0.08,839.04,Debit Card,Desktop
4667,334,20261107,10,1314,91,2,433.89,0.18,711.58,Debit Card,Desktop
4668,3594,20260609,25,1188,63,2,580.14,0.23,893.42,PayPal,Desktop
4669,2079,20260927,41,1243,53,2,507.65,0.23,781.78,PayPal,Mobile
4670,240,20260213,23,332,64,4,593.07,0.28,1708.04,PayPal,Mobile
4671,3585,20260514,12,370,98,2,723.19,0.12,1272.81,Debit Card,Mobile
4672,3856,20260805,8,275,62,1,287.92,0.07,267.77,Debit Card,Desktop
4673,454,20261028,32,800,27,3,920.88,0.23,2127.23,Credit Card,Mobile
4674,999,20261020,30,1398,84,4,834.22,0.26,2469.29,Credit Card,Desktop
4675,19,20261208,27,1615,20,2,378.6,0.24,575.47,Credit Card,Mobile
4676,1927,20260107,14,1314,95,1,442.57,0.1,398.31,Debit Card,Desktop
4677,1186,20260821,11,1570,78,3,405.03,0.19,984.22,PayPal,Desktop
4678,35,20260203,46,73,28,3,51.77,0.09,141.33,PayPal,Mobile
4679,523,20260829,20,1571,68,4,243.08,0.07,904.26,Credit Card,Desktop
4680,848,20260605,48,1626,42,4,871.63,0.3,2440.56,Credit Card,Mobile
4681,2281,20260624,33,1415,97,4,847.1,0.02,3320.63,Credit Card,Mobile
4682,2813,20260505,28,1756,87,1,843.06,0.16,708.17,PayPal,Desktop
4683,569,20260916,43,138,72,1,682.89,0.12,600.94,Debit Card,Mobile
4684,2909,20261129,7,193,84,4,969.38,0.26,2869.36,Credit Card,Mobile
4685,3316,20260827,14,1306,51,2,510.21,0.18,836.74,Debit Card,Desktop
4686,3845,20260721,40,623,62,3,267.11,0.2,641.06,Credit Card,Mobile
4687,3478,20261129,21,1191,66,3,283.95,0.12,749.63,Debit Card,Desktop
4688,2013,20260106,40,101,92,1,232.87,0.29,165.34,Credit Card,Desktop
4689,896,20260116,23,1297,89,3,840.97,0.15,2144.47,Credit Card,Mobile
4690,3030,20261204,22,259,89,2,240.83,0.21,380.51,Debit Card,Desktop
4691,2587,20260801,22,98,94,3,479.05,0.03,1394.04,Credit Card,Mobile
4692,253,20260709,30,1618,9,1,432.67,0.14,372.1,Credit Card,Desktop
4693,2551,20260618,19,1630,70,1,194.17,0.25,145.63,PayPal,Mobile
4694,2456,20260914,33,488,65,2,387.76,0.24,589.4,PayPal,Mobile
4695,495,20260103,18,1203,60,2,911.59,0.02,1786.72,Debit Card,Desktop
4696,1639,20260731,47,174,53,3,304.83,0.03,887.06,Debit Card,Desktop
4697,3696,20260731,11,1964,18,3,847.19,0.04,2439.91,PayPal,Desktop
4698,2690,20260225,18,1451,73,1,847.7,0.2,678.16,PayPal,Mobile
4699,1080,20260309,38,1595,38,2,584.59,0.17,970.42,Credit Card,Desktop
4700,1677,20260613,26,158,93,2,485.12,0.25,727.68,Credit Card,Desktop
4701,3018,20260625,3,1449,75,2,644.07,0.0,1288.14,Credit Card,Desktop
4702,1817,20261101,33,385,19,3,379.34,0.12,1001.46,Credit Card,Desktop
4703,63,20261030,8,1187,100,2,768.78,0.12,1353.05,Debit Card,Mobile
4704,1569,20260320,7,1151,100,1,655.26,0.01,648.71,Debit Card,Mobile
4705,2191,20260729,3,1918,57,1,82.62,0.16,69.4,Credit Card,Mobile
4706,3700,20261209,15,1898,82,3,182.86,0.27,400.46,PayPal,Mobile
4707,274,20261009,11,24,98,4,942.83,0.03,3658.18,PayPal,Desktop
4708,901,20260722,29,336,3,3,859.81,0.13,2244.1,Credit Card,Desktop
4709,917,20260425,25,741,54,4,330.48,0.08,1216.17,Debit Card,Mobile
4710,2853,20260824,1,712,52,2,658.57,0.17,1093.23,PayPal,Desktop
4711,3468,20260909,13,1207,53,3,815.25,0.25,1834.31,Debit Card,Desktop
4712,1846,20260118,13,1231,32,1,351.76,0.12,309.55,Credit Card,Desktop
4713,3876,20260509,48,700,35,2,739.51,0.0,1479.02,Debit Card,Desktop
4714,1450,20260504,34,1983,65,1,732.75,0.02,718.1,Debit Card,Mobile
4715,388,20260130,9,1982,76,2,857.34,0.1,1543.21,Credit Card,Desktop
4716,2029,20260803,50,1042,7,3,171.39,0.08,473.04,PayPal,Mobile
4717,58,20261016,6,1597,38,4,361.39,0.02,1416.65,Debit Card,Mobile
4718,3004,20260611,1,84,4,2,627.98,0.14,1080.13,Credit Card,Mobile
4719,3843,20260118,21,528,51,4,478.21,0.16,1606.79,Debit Card,Mobile
4720,1000,20261119,26,1543,74,2,343.58,0.15,584.09,Credit Card,Mobile
4721,440,20261011,37,1088,41,1,624.16,0.03,605.44,PayPal,Desktop
4722,448,20260912,13,1965,2,1,114.3,0.07,106.3,Debit Card,Desktop
4723,1037,20260306,42,1624,91,2,935.89,0.16,1572.3,Credit Card,Desktop
4724,3699,20261119,38,1344,6,4,114.38,0.03,443.79,Credit Card,Desktop
4725,2367,20261104,19,341,85,3,335.22,0.22,784.41,PayPal,Desktop
4726,1837,20260202,40,1280,95,3,834.41,0.09,2277.94,PayPal,Mobile
4727,1012,20261216,36,1111,91,1,266.86,0.23,205.48,Debit Card,Desktop
4728,2592,20260828,25,1703,22,3,419.73,0.13,1095.5,PayPal,Desktop
4729,3406,20260206,20,35,83,1,899.53,0.23,692.64,Credit Card,Desktop
4730,1189,20261009,43,1434,84,3,256.97,0.14,662.98,Credit Card,Mobile
4731,979,20260928,11,1415,97,2,144.92,0.06,272.45,PayPal,Mobile
4732,1834,20261121,46,18,24,1,642.31,0.21,507.42,Debit Card,Desktop
4733,1933,20260505,8,714,40,1,534.31,0.26,395.39,PayPal,Mobile
4734,3379,20261010,7,160,61,2,359.42,0.07,668.52,PayPal,Desktop
4735,1663,20260129,29,1011,10,1,374.06,0.25,280.55,PayPal,Mobile
4736,2289,20261227,36,1243,18,3,793.12,0.24,1808.31,Credit Card,Mobile
4737,1819,20260131,21,1647,57,3,925.77,0.16,2332.94,Debit Card,Mobile
4738,761,20260703,16,1392,2,1,528.31,0.23,406.8,Credit Card,Desktop
4739,1975,20260107,8,1218,83,3,409.17,0.15,1043.38,Credit Card,Desktop
4740,1549,20261102,21,700,97,4,498.54,0.28,1435.8,Debit Card,Mobile
4741,3447,20260407,27,977,34,1,927.26,0.08,853.08,PayPal,Desktop
4742,938,20260218,29,730,98,2,709.66,0.09,1291.58,Credit Card,Desktop
4743,1218,20260816,44,1661,67,4,733.22,0.29,2082.34,PayPal,Mobile
4744,3456,20260615,39,1175,7,1,182.52,0.13,158.79,PayPal,Mobile
4745,3791,20260924,7,1678,15,2,397.04,0.03,770.26,Debit Card,Desktop
4746,2226,20260901,23,153,41,3,898.5,0.24,2048.58,Debit Card,Desktop
4747,152,20260527,42,755,8,2,749.23,0.15,1273.69,PayPal,Desktop
4748,829,20260930,33,1506,27,4,58.78,0.18,192.8,Credit Card,Mobile
4749,727,20260513,49,994,41,3,462.22,0.21,1095.46,PayPal,Desktop
4750,3058,20260127,48,1844,45,1,286.19,0.19,231.81,Debit Card,Mobile
4751,2214,20261219,37,309,32,3,278.99,0.06,786.75,Debit Card,Desktop
4752,220,20260312,22,158,41,1,314.95,0.1,283.45,Debit Card,Desktop
4753,1649,20260929,13,1097,70,1,941.64,0.19,762.73,Credit Card,Mobile
4754,3027,20260327,10,951,12,2,963.44,0.3,1348.82,Debit Card,Mobile
4755,3166,20261207,11,1465,89,2,549.07,0.2,878.51,PayPal,Desktop
4756,1028,20261024,31,856,93,2,938.75,0.29,1333.02,Credit Card,Mobile
4757,2280,20261120,23,1335,36,4,495.92,0.06,1864.66,Debit Card,Desktop
4758,2338,20261222,13,1881,16,4,226.15,0.16,759.86,PayPal,Mobile
4759,370,20260402,50,1627,92,2,737.71,0.29,1047.55,Credit Card,Mobile
4760,3552,20260313,49,1752,51,4,534.91,0.21,1690.32,Credit Card,Desktop
4761,3000,20260504,7,1867,65,3,700.94,0.08,1934.59,Debit Card,Desktop
4762,2209,20260624,40,337,41,3,399.65,0.02,1174.97,PayPal,Mobile
4763,3648,20260213,15,711,52,4,298.21,0.0,1192.84,Credit Card,Mobile
4764,618,20260414,28,973,25,4,909.35,0.05,3455.53,Debit Card,Desktop
4765,2374,20261110,49,1120,49,3,58.62,0.3,123.1,Debit Card,Desktop
4766,2393,20260221,46,895,84,1,455.3,0.24,346.03,Credit Card,Mobile
4767,1502,20260410,4,1075,54,3,190.37,0.22,445.47,Credit Card,Desktop
4768,2561,20261002,14,611,57,3,348.04,0.09,950.15,Debit Card,Mobile
4769,3864,20261217,35,359,27,4,696.08,0.25,2088.24,Credit Card,Mobile
4770,2450,20260705,42,1311,38,3,567.16,0.05,1616.41,Debit Card,Desktop
4771,1625,20261207,13,500,3,4,252.79,0.06,950.49,PayPal,Desktop
4772,3049,20260718,26,1982,20,4,89.79,0.14,308.88,PayPal,Mobile
4773,1660,20260501,20,1247,7,2,947.45,0.21,1496.97,PayPal,Desktop
4774,2588,20261208,6,888,31,3,524.63,0.17,1306.33,Debit Card,Mobile
4775,251,20261215,46,1948,89,1,82.84,0.28,59.64,Credit Card,Desktop
4776,733,20260730,49,1989,19,2,273.13,0.11,486.17,PayPal,Desktop
